tag,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30
0,14.770586631025242,13.442224309493238,47.867531291551124,17.17332570345344,15.337246602276176,45.08546950653789,19.948086039661078,16.416083178091107,45.41394801255528,20.70589189692973,16.819753575706432,42.92407739019994,22.048373817634985,18.166470848233047,42.38212433059967,21.436968816302894,20.204726248791516,40.104157956748814,21.91088712651125,20.185743332550956,40.013954846209764,23.63601453062381,20.62139679128558,37.062540255199316,27.211009849551093,22.806686662190867,36.59818740969378,28.26677794152147,25.698644018957374,33.562611023740146
0,13.520363844508362,12.84395543610982,47.08791910579138,13.830305521440524,12.267880549076597,48.14874895498463,15.956494721040565,17.59927461104405,46.29093304880945,21.59912120867262,19.95908633189026,41.50711844837185,29.565998771875964,26.163844035461512,30.419894239820756,34.36172002496312,27.6795785092747,22.74190365594652,34.36528651283877,30.403622307024463,18.66342669543509,34.72490211836576,31.138830232602494,18.783287987237284,35.341915811044146,29.752571334278752,16.594796916361318,35.7976329315539,30.51593178129525,16.705607236925452
0,4.715892360200841,24.72359457556292,36.29507625623136,8.125684492807059,32.72972658456572,30.142651425863093,9.91358290791762,39.60567859771306,27.3067168663089,9.012578581042352,41.33759216911719,24.09078834259575,9.666079172583188,44.34357787007283,21.270655635749108,11.595103653913982,46.223793723164334,19.160926950914845,11.471035589771258,46.948395863527914,17.77556611658792,12.554679275993061,46.00894312082947,19.318809890869378,11.949247963115551,46.10313871294478,17.658349882459632,11.822962873026025,46.603005964366695,19.06171864180198
0,20.851206624052438,1.5892012598139065,34.94308280734703,22.875296286217836,3.33298474762794,34.72336345979737,23.57509195973806,4.596175976798518,33.77034201025634,25.43976183045519,5.686172579740866,33.1793727491163,25.487394534549992,4.770487628279283,33.26531161252443,25.884953685966494,5.3788057307627835,32.64608551051615,27.453458263409505,6.161308169957887,31.073254754149634,29.396759403666522,6.225849708952408,30.99393145058124,29.419832594096157,6.8952038756538085,31.268016312651895,31.077238897807426,6.442616957104368,30.510440578429534
0,10.773119189471416,46.43656743453467,16.36344218087438,12.511230253523356,48.61925005600423,16.24529112471025,11.326833995077294,48.37018045354841,14.73443516907139,10.815394983360678,49.61172803682232,14.446198801834948,12.960141064846285,49.699171157725225,12.99386052846561,11.10769249943892,47.81360732604556,12.170674432805326,12.00076096665008,48.30521983743218,11.194484522482167,11.583164636533,48.978136497906924,10.930475433667501,11.91113350679141,48.80536957157345,9.222688719036558,11.749081858722958,49.55982760104198,9.61896557653868
0,1.74152921015398,21.679734703005437,37.37761272622336,2.0078570832521185,24.31479684109283,36.16904711763063,4.767816221061418,26.399208357265472,33.5938788780646,3.928639394313853,28.54691731784044,32.75286984412749,5.2311710604255355,32.38429965943574,30.706988255069128,6.667037652349417,33.9099511328918,30.555456745703015,8.268660589300895,37.20386751907521,28.132806920136275,10.136764798686253,41.101472105131556,26.390823240353956,12.563239152527016,43.348070362731235,22.63754434468583,14.130059686391816,44.687699120127014,19.947710121904564
0,13.789043403593514,13.006728945591778,46.092226072614466,17.97996000054399,16.14663496247983,43.199176272821134,22.016794441790356,17.405176726766886,40.600750172742444,26.355539786547826,17.25372530870191,39.734472161525844,27.369975632777248,18.815032588905975,35.30885075442942,30.04285684920393,19.3510696143737,32.68018739654589,32.97486066228568,23.25630789849719,28.208871986781908,35.68887443029296,26.42025532877854,24.38715568559118,34.55475073943612,28.33985142060655,21.428543251607035,35.21739210345841,30.403097113036345,18.10246806412948
0,21.50535513499901,5.160870658054042,38.55077242595494,22.369572716204985,6.126302804985543,37.83108233490841,22.324347378911874,6.377370953439066,36.741551227836744,23.79108980367771,6.599069575230332,36.15572183868795,25.33962506961594,7.011978751871171,34.07150518596099,25.630247262009267,5.763961583447702,34.465080652458546,27.069429566719634,7.817047782684724,33.43425764904227,29.75547719693496,7.245868030255186,31.764910118461554,30.843271338652837,6.9877072339589645,32.25320193121379,31.64253983273972,8.157929384017121,30.080225460446417
0,11.906583621252327,47.16470181795979,16.4451161819193,11.22613944697054,48.83451989023356,13.85871601703155,10.70871439088436,47.67886695793916,13.265646115984447,12.509295217568816,49.780075557637204,12.774399711072414,13.19138697212513,49.23804200366301,12.292430865981139,13.39030810053862,48.01420752002425,11.690889402228565,11.428926563936539,48.228271234146064,10.969203194446377,12.299432428963764,50.165490877948535,10.181850035997739,11.1076318501872,49.62825006204718,10.280516520286948,11.15329426140763,47.98744173507442,10.512241669235433
0,21.735371643098045,4.011611507520702,33.79415822633955,22.603414821088894,4.805564920592827,34.21012825521568,25.396108736195583,3.8275937736124437,31.954982344975914,26.0284270794505,4.544452395091638,31.20134465236283,27.461763668103128,5.60743416176839,30.96968285957583,28.884571707172952,4.771412169058698,29.938642511183115,30.99300643367598,6.152489077877053,29.731699896635742,32.02740383010504,4.875319209681969,27.580305258834585,32.414185156806035,6.943316897835574,28.754414443963153,32.88154634395881,6.764495386973815,27.619259076134817
